RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Target
Matthew Semelsberger,Preston Parsons,-130.0,100.0,76.9231,100.0,0
Marcus McGhee,Gaston Bolanos,-250.0,205.0,40.0,205.0,1
Farid Basharat,Taylor Lapilus,-375.0,270.0,26.6667,270.0,1
Westin Wilson,Jean Silva,625.0,-950.0,625.0,10.5263,0
Nikolas Motta,Tom Nolan,285.0,-360.0,285.0,27.7778,1
Joshua Van,Felipe Bunes,-298.0,220.0,33.557,220.0,1
Song Yadong,Chris Gutierrez,-355.0,280.0,28.169,280.0,1
Anthony Smith,Khalil Rountree Jr.,164.0,-198.0,164.0,50.5051,0
Nasrat Haqparast,Jamie Mullarkey,-198.0,164.0,50.5051,164.0,1
Tim Elliott,Sumudaerji,-162.0,136.0,61.7284,136.0,1
JunYong Park,Andre Muniz,-198.0,164.0,50.5051,164.0,0
HyunSung Park,Shannon Ross,-198.0,500.0,50.5051,500.0,1
Steve Garcia,Melquizael Costa,500.0,-810.0,500.0,12.3457,1
Luana Santos,Stephanie Egger,-155.0,130.0,64.5161,130.0,1
Tatsuro Taira,Carlos Hernandez,-620.0,400.0,16.129,400.0,1
Rayanne dos Santos,Talita Alencar,-162.0,136.0,61.7284,136.0,0
Beneil Dariush,Arman Tsarukyan,210.0,-280.0,210.0,35.7143,0
Rob Font,Deiveson Figueiredo,-130.0,100.0,76.9231,100.0,0
Sean Brady,Kelvin Gastelum,-115.0,-105.0,86.9565,95.2381,1
Clay Guida,Joaquim Silva,260.0,-325.0,260.0,30.7692,0
Punahele Soriano,Dustin Stoltzfus,-360.0,285.0,27.7778,285.0,0
Brendan Allen,Paul Craig,-470.0,360.0,21.2766,360.0,1
Michael Morales,Jake Matthews,-360.0,260.0,27.7778,260.0,1
Chase Hooper,Jordan Leavitt,-195.0,150.0,51.2821,150.0,1
Payton Talbott,Nick Aguirre,-900.0,600.0,11.1111,600.0,1
Luana Pinheiro,Amanda Ribas,205.0,-250.0,205.0,40.0,0
Uros Medic,Myktybek Orolbai,-225.0,-110.0,44.4444,90.9091,0
Jonathan Pearce,Joanderson Brito,-140.0,110.0,71.4286,110.0,0
Chad Anheliger,Jose Johnson,164.0,-198.0,164.0,50.5051,0
Christian Leroy Duncan,Denis Tiuliulin,-720.0,450.0,13.8889,450.0,1
Mick Parkin,Caio Machado,-410.0,290.0,24.3902,290.0,1
Jeka Saragih,Lucas Alexander,380.0,-500.0,380.0,20.0,1
Lucie Pudilova,Ailin Perez,160.0,-192.0,160.0,52.0833,0
Charles Johnson,Rafael Estevam,120.0,-150.0,120.0,66.6667,0
Jiri Prochazka,Alex Pereira,-105.0,-125.0,95.2381,80.0,0
Sergei Pavlovich,Tom Aspinall,110.0,-130.0,110.0,76.9231,0
Jessica Andrade,Mackenzie Dern,205.0,-250.0,205.0,40.0,1
Matt Frevola,Benoit Saint Denis,180.0,-238.0,180.0,42.0168,0
Diego Lopes,Pat Sabatini,110.0,-130.0,110.0,76.9231,1
Steve Erceg,Alessandro Costa,-230.0,175.0,43.4783,175.0,1
Tabatha Ricci,Loopy Godinez,175.0,-230.0,175.0,43.4783,0
Mateusz Rebecki,Roosevelt Roberts,-920.0,550.0,10.8696,550.0,1
Jared Gordon,Mark Madsen,-270.0,200.0,37.037,200.0,1
John Castaneda,Kyung Ho Kang,-115.0,-105.0,86.9565,95.2381,1
Jailton Almeida,Derrick Lewis,-485.0,370.0,20.6186,370.0,1
Gabriel Bonfim,Nicolas Dalby,-500.0,380.0,20.0,380.0,0
Rodrigo Nascimento,Don'Tale Mayes,-205.0,170.0,48.7805,170.0,1
Caio Borralho,Abus Magomedov,-298.0,240.0,33.557,240.0,1
Elves Brener,Kaynan Kruschewsky,-160.0,195.0,62.5,195.0,1
Islam Makhachev,Alexander Volkanovski,-350.0,220.0,28.5714,220.0,1
Kamaru Usman,Khamzat Chimaev,300.0,-380.0,300.0,26.3158,0
Ikram Aliskerov,Warlley Alves,-700.0,500.0,14.2857,500.0,1
Said Nurmagomedov,Muin Gafurov,-305.0,245.0,32.7869,245.0,1
Tim Elliott,Muhammad Mokaev,350.0,-520.0,350.0,19.2308,0
Mohammad Yahya,Trevor Peek,170.0,-205.0,170.0,48.7805,0
Abu Azaitar,Sedriques Dumas,195.0,-238.0,195.0,42.0168,0
Mike Breeden,Anshul Jubli,210.0,-258.0,210.0,38.7597,1
Nathaniel Wood,Muhammad Naimov,-360.0,285.0,27.7778,285.0,0
Viktoriia Dudakova,Jinh Yu Frey,-520.0,350.0,19.2308,350.0,1
Sodiq Yusuff,Edson Barboza,-192.0,160.0,52.0833,160.0,0
Jennifer Maia,Viviane Araujo,-148.0,124.0,67.5676,124.0,0
Jonathan Martinez,Adrian Yanez,-125.0,105.0,80.0,105.0,1
Joe Pyfer,Abdul Razak Alhassan,-395.0,280.0,25.3165,280.0,1
Alex Morono,Joaquin Buckley,145.0,-175.0,145.0,57.1429,0
Rafael Fiziev,Mateusz Gamrot,-142.0,120.0,70.4225,120.0,0
Bryce Mitchell,Dan Ige,-225.0,185.0,44.4444,185.0,1
Marina Rodriguez,Michelle Waterson-Gomez,-360.0,260.0,27.7778,260.0,1
Bryan Battle,AJ Fletcher,-192.0,160.0,52.0833,160.0,1
Ricardo Ramos,Charles Jourdain,114.0,-135.0,114.0,74.0741,0
Tim Means,Andre Fialho,130.0,-166.0,130.0,60.241,1
Jacob Malkoun,Cody Brundage,-620.0,400.0,16.129,400.0,0
Mohammed Usman,Jake Collier,-120.0,100.0,83.3333,100.0,1
Mizuki,Hannah Goldy,-345.0,250.0,28.9855,250.0,1
Tamires Vidal,Montserrat Rendon,-238.0,195.0,42.0168,195.0,0
Kevin Holland,Jack Della Maddalena,-115.0,-105.0,86.9565,95.2381,0
Raul Rosas Jr.,Terrence Mitchell,-700.0,500.0,14.2857,500.0,1
Daniel Zellhuber,Christos Giagos,-290.0,235.0,34.4828,235.0,1
Fernando Padilla,Kyle Nelson,-258.0,210.0,38.7597,210.0,0
Loopy Godinez,Elise Reed,-395.0,310.0,25.3165,310.0,1
Roman Kopylov,Josh Fremd,-325.0,260.0,30.7692,260.0,1
Tracy Cortez,Jasmine Jasudavicius,-125.0,105.0,80.0,105.0,1
Israel Adesanya,Sean Strickland,-550.0,410.0,18.1818,410.0,0
Tai Tuivasa,Alexander Volkov,195.0,-238.0,195.0,42.0168,0
Manel Kape,Felipe dos Santos,-440.0,340.0,22.7273,340.0,1
Justin Tafa,Austen Lane,-198.0,164.0,50.5051,164.0,1
Tyson Pedro,Anton Turkalj,102.0,-122.0,102.0,81.9672,1
Carlos Ulberg,Da Woon Jung,-315.0,230.0,31.746,230.0,1
Jack Jenkins,Chepe Mariscal,-218.0,188.0,45.8716,188.0,0
Jamie Mullarkey,John Makdessi,-298.0,240.0,33.557,240.0,1
Nasrat Haqparast,Landon Quinones,-520.0,350.0,19.2308,350.0,1
Ciryl Gane,Serghei Spivac,-192.0,160.0,52.0833,160.0,1
Manon Fiorot,Rose Namajunas,-198.0,164.0,50.5051,164.0,1
Benoit Saint Denis,Thiago Moises,-198.0,164.0,50.5051,164.0,1
Volkan Oezdemir,Bogdan Guskov,-175.0,145.0,57.1429,145.0,1
William Gomis,Yanis Ghemmouri,-198.0,164.0,50.5051,164.0,1
Morgan Charriere,Manolo Zecchini,-375.0,295.0,26.6667,295.0,1
Taylor Lapilus,Caolan Loughran,-200.0,145.0,50.0,145.0,1
Ange Loosa,Rhys McKee,-145.0,114.0,68.9655,114.0,1
Nora Cornolle,Joselyne Edwards,114.0,-135.0,114.0,74.0741,1
Farid Basharat,Kleydson Rodrigues,-380.0,300.0,26.3158,300.0,1
Zarah Fairn,Jacqueline Cavalcanti,300.0,-380.0,300.0,26.3158,0
Max Holloway,Chan Sung Jung,-700.0,500.0,14.2857,500.0,1
Anthony Smith,Ryan Spann,110.0,-130.0,110.0,76.9231,1
Giga Chikadze,Alex Caceres,-258.0,210.0,38.7597,210.0,1
Rinya Nakamura,Fernie Garcia,-950.0,625.0,10.5263,625.0,1
Erin Blanchfield,Taila Santos,-166.0,140.0,60.241,140.0,1
Junior Tafa,Parker Porter,-162.0,136.0,61.7284,136.0,1
Waldo Cortes-Acosta,Lukasz Brzeski,-205.0,170.0,48.7805,170.0,1
Toshiomi Kazama,Garrett Armfield,136.0,-162.0,136.0,61.7284,0
Chidi Njokuani,Michal Oleksiejczuk,110.0,-130.0,110.0,76.9231,0
Song Kenan,Rolando Bedoya,285.0,-360.0,285.0,27.7778,1
Billy Ray Goff,Yusaku Kinoshita,124.0,-148.0,124.0,67.5676,1
Liang Na,JJ Aldrich,400.0,-535.0,400.0,18.6916,0
SeungWoo Choi,Jarno Errens,-148.0,124.0,67.5676,124.0,1
Aljamain Sterling,Sean O'Malley,-258.0,210.0,38.7597,210.0,0
Zhang Weili,Amanda Lemos,-310.0,250.0,32.2581,250.0,1
Neil Magny,Ian Machado Garry,380.0,-500.0,380.0,20.0,0
Da'Mon Blackshear,Mario Bautista,170.0,-205.0,170.0,48.7805,0
Marlon Vera,Pedro Munhoz,-166.0,140.0,60.241,140.0,1
Chris Weidman,Brad Tavares,170.0,-205.0,170.0,48.7805,0
Gregory Rodrigues,Denis Tiuliulin,-375.0,295.0,26.6667,295.0,1
Kurt Holobaugh,Austin Hubbard,142.0,-170.0,142.0,58.8235,1
Brad Katona,Cody Gibson,-192.0,160.0,52.0833,160.0,1
Vicente Luque,Rafael Dos Anjos,110.0,-130.0,110.0,76.9231,1
Cub Swanson,Hakeem Dawodu,245.0,-305.0,245.0,32.7869,1
Khalil Rountree Jr.,Chris Daukaus,-170.0,142.0,58.8235,142.0,1
Polyana Viana,Iasmin Lucindo,164.0,-198.0,164.0,50.5051,0
AJ Dobson,Tafon Nchukwi,124.0,-148.0,124.0,67.5676,1
Josh Fremd,Jamie Pickett,-325.0,260.0,30.7692,260.0,1
JP Buys,Marcus McGhee,280.0,-355.0,280.0,28.169,0
Terrance McKinney,Mike Breeden,-285.0,230.0,35.0877,230.0,1
Francis Marshall,Isaac Dulgarian,-130.0,110.0,76.9231,110.0,0
Josh Parisian,Martin Buday,164.0,-198.0,164.0,50.5051,0
Jaqueline Amorim,Montserrat Conejo Ruiz,-245.0,200.0,40.8163,200.0,1
Da'Mon Blackshear,Jose Johnson,-238.0,195.0,42.0168,195.0,1
Juliana Miller,Luana Santos,124.0,-148.0,124.0,67.5676,0
Cory Sandhagen,Rob Font,-380.0,300.0,26.3158,300.0,1
Jessica Andrade,Tatiana Suarez,295.0,-375.0,295.0,26.6667,0
Dustin Jacoby,Kennedy Nzechukwu,142.0,-170.0,142.0,58.8235,1
Diego Lopes,Gavin Tucker,-170.0,142.0,58.8235,142.0,1
Tanner Boser,Aleksa Camur,-130.0,110.0,76.9231,110.0,1
Ignacio Bahamondes,Ludovit Klein,-230.0,190.0,43.4783,190.0,0
Kyler Phillips,Raoni Barcelos,-218.0,180.0,45.8716,180.0,1
Jeremiah Wells,Carlston Harris,-118.0,-102.0,84.7458,98.0392,0
Dustin Poirier,Justin Gaethje,-145.0,125.0,68.9655,125.0,0
Jan Blachowicz,Alex Pereira,100.0,-120.0,100.0,83.3333,0
Derrick Lewis,Marcos Rogerio de Lima,185.0,-215.0,185.0,46.5116,1
Michael Chiesa,Kevin Holland,115.0,-135.0,115.0,74.0741,0
Gabriel Bonfim,Trevin Giles,-360.0,295.0,27.7778,295.0,1
CJ Vergara,Vinicius Salvador,-180.0,145.0,55.5556,145.0,1
Roman Kopylov,Claudio Ribeiro,-240.0,195.0,41.6667,195.0,1
Jake Matthews,Darrius Flowers,-285.0,240.0,35.0877,240.0,1
Tom Aspinall,Marcin Tybura,-500.0,400.0,20.0,400.0,1
Molly McCann,Julija Stoliarenko,-205.0,175.0,48.7805,175.0,0
Nathaniel Wood,Andre Fili,-210.0,180.0,47.619,180.0,1
Paul Craig,Andre Muniz,200.0,-240.0,200.0,41.6667,1
Jai Herbert,Fares Ziam,150.0,-175.0,150.0,57.1429,0
Lerone Murphy,Josh Culibao,-140.0,120.0,71.4286,120.0,1
Davey Grant,Daniel Marcos,130.0,-150.0,130.0,66.6667,0
Danny Roberts,Jonny Parsons,-140.0,120.0,71.4286,120.0,0
Marc Diakiese,Joel Alvarez,160.0,-190.0,160.0,52.6316,0
Mick Parkin,Jamal Pogues,130.0,-150.0,130.0,66.6667,1
Makhmud Muradov,Bryan Barberena,-325.0,270.0,30.7692,270.0,1
Ketlen Vieira,Pannie Kianzad,-155.0,135.0,64.5161,135.0,1
Chris Duncan,Yanal Ashmouz,-140.0,120.0,71.4286,120.0,1
Shauna Bannon,Bruna Brasil,125.0,-145.0,125.0,68.9655,0
Jafel Filho,Daniel Barez,-110.0,-110.0,90.9091,90.9091,1
Jack Della Maddalena,Bassil Hafez,-590.0,430.0,16.9492,430.0,1
Ottman Azaitar,Francisco Prado,-104.0,-112.0,96.1538,89.2857,0
Albert Duraev,JunYong Park,130.0,-154.0,130.0,64.9351,0
Norma Dumont,Chelsea Chandler,-142.0,120.0,70.4225,120.0,1
Nazim Sadykhov,Terrance McKinney,-162.0,136.0,61.7284,136.0,1
Tucker Lutz,Melsik Baghdasaryan,126.0,-148.0,126.0,67.5676,0
Viktoriia Dudakova,Istela Nunes,-200.0,168.0,50.0,168.0,1
Austin Lingo,Melquizael Costa,188.0,-225.0,188.0,44.4444,0
Evan Elder,Genaro Valdez,-300.0,245.0,33.3333,245.0,1
Tyson Nam,Azat Maksum,320.0,-405.0,320.0,24.6914,0
Alexander Munoz,Carl Deaton,-210.0,176.0,47.619,176.0,1
Ashlee Evans-Smith,Ailin Perez,210.0,-255.0,210.0,39.2157,0
Vitor Petrino,Marcin Prachnio,-270.0,220.0,37.037,220.0,1
Cameron Saaiman,Terrence Mitchell,-620.0,460.0,16.129,460.0,1
Shannon Ross,Jesus Aguilar,128.0,-152.0,128.0,65.7895,0
Kamuela Kirk,Esteban Ribovics,140.0,-180.0,140.0,55.5556,0
Sean Strickland,Abus Magomedov,-162.0,136.0,61.7284,136.0,1
Damir Ismagulov,Grant Dawson,-116.0,-102.0,86.2069,98.0392,0
Max Griffin,Michael Morales,205.0,-250.0,205.0,40.0,0
Josh Emmett,Ilia Topuria,310.0,-390.0,310.0,25.641,0
Amanda Ribas,Maycee Barber,-200.0,168.0,50.0,168.0,0
David Onama,Gabriel Santos,188.0,-225.0,188.0,44.4444,1
Brendan Allen,Bruno Silva,-225.0,188.0,44.4444,188.0,1
Neil Magny,Phil Rowe,-172.0,144.0,58.1395,144.0,1
Randy Brown,Wellington Turman,-260.0,196.0,38.4615,196.0,1
Mateusz Rebecki,Loik Radzhabov,-130.0,108.0,76.9231,108.0,1
Tabatha Ricci,Gillian Robertson,-138.0,108.0,72.4638,108.0,1
Zhalgas Zhumagulov,Joshua Van,-200.0,168.0,50.0,168.0,0
Trevor Peek,Chepe Mariscal,-275.0,132.0,36.3636,132.0,0
Jamall Emmers,Jack Jenkins,-200.0,168.0,50.0,168.0,0
Cody Brundage,Sedriques Dumas,-164.0,180.0,60.9756,180.0,0
Marvin Vettori,Jared Cannonier,-124.0,106.0,80.6452,106.0,0
Arman Tsarukyan,Joaquim Silva,-1200.0,750.0,8.3333,750.0,1
Armen Petrosyan,Christian Leroy Duncan,132.0,-156.0,132.0,64.1026,1
Pat Sabatini,Lucas Almeida,-190.0,160.0,52.6316,160.0,1
Manuel Torres,Nikolas Motta,-190.0,160.0,52.6316,160.0,1
Jimmy Flick,Alessandro Costa,235.0,-290.0,235.0,34.4828,0
Kyung Ho Kang,Cristian Quinonez,122.0,-144.0,122.0,69.4444,1
Carlos Hernandez,Denys Bondar,120.0,-142.0,120.0,70.4225,1
Tereza Bleda,Gabriella Fernandes,-235.0,194.0,42.5532,194.0,1
Zac Pauga,Modestas Bukauskas,166.0,-198.0,166.0,50.5051,0
Amanda Nunes,Irene Aldana,-335.0,270.0,29.8507,270.0,1
Mike Malott,Adam Fugitt,-220.0,184.0,45.4545,184.0,1
Dan Ige,Nate Landwehr,-270.0,220.0,37.037,220.0,1
Marc-Andre Barriault,Eryk Anders,-158.0,134.0,63.2911,134.0,1
Miranda Maverick,Jasmine Jasudavicius,-235.0,194.0,42.5532,194.0,0
Aiemann Zahabi,Aoriqileng,106.0,-124.0,106.0,80.6452,1
Kyle Nelson,Blake Bilder,225.0,-275.0,225.0,36.3636,1
David Dvorak,Steve Erceg,-300.0,245.0,33.3333,245.0,0
Diana Belbita,Maria Oliveira,-146.0,114.0,68.4932,114.0,1
Kai Kara-France,Amir Albazi,-102.0,-116.0,98.0392,86.2069,0
Alex Caceres,Daniel Pineda,-180.0,152.0,55.5556,152.0,1
Jim Miller,Jesse Butler,-255.0,210.0,39.2157,210.0,1
Tim Elliott,Victor Altamirano,-174.0,146.0,57.4713,146.0,1
Karine Silva,Ketlen Souza,-215.0,180.0,46.5116,180.0,1
Abubakar Nurmagomedov,Elizeu Zaleski dos Santos,-120.0,102.0,83.3333,102.0,0
Daniel Santos,Johnny Munoz,-225.0,188.0,44.4444,188.0,1
Andrei Arlovski,Don'Tale Mayes,116.0,-136.0,116.0,73.5294,0
John Castaneda,Muin Gafurov,-165.0,108.0,60.6061,108.0,1
Jamie Mullarkey,Muhammad Naimov,260.0,360.0,260.0,360.0,0
Elise Reed,Jinh Yu Frey,-132.0,112.0,75.7576,112.0,1
Da'Mon Blackshear,Luan Lacerda,132.0,-156.0,132.0,64.1026,1
Philipe Lins,Maxim Grishin,104.0,-122.0,104.0,81.9672,1
Mackenzie Dern,Angela Hill,-162.0,136.0,61.7284,136.0,1
Edmen Shahbazyan,Anthony Hernandez,184.0,-220.0,184.0,45.4545,0
Emily Ducote,Loopy Godinez,116.0,-136.0,116.0,73.5294,0
Andre Fialho,Joaquin Buckley,194.0,-235.0,194.0,42.5532,0
Diego Ferreira,Michael Johnson,-146.0,124.0,68.4932,124.0,1
Maheshate,Viacheslav Borshchev,140.0,-166.0,140.0,60.241,0
Karolina Kowalkiewicz,Vanessa Demopoulos,-144.0,122.0,69.4444,122.0,1
Orion Cosce,Gilbert Urbina,106.0,-124.0,106.0,80.6452,0
Ilir Latifi,Rodrigo Nascimento,166.0,-198.0,166.0,50.5051,0
Chase Hooper,Nick Fiore,102.0,-120.0,102.0,83.3333,1
Natalia Silva,Victoria Leonardo,-1200.0,630.0,8.3333,630.0,1
Takashi Sato,Themba Gorimbo,120.0,-142.0,120.0,70.4225,0
Jairzinho Rozenstruik,Jailton Almeida,390.0,-510.0,390.0,19.6078,0
Anthony Smith,Johnny Walker,-102.0,-116.0,98.0392,86.2069,0
Daniel Rodriguez,Ian Machado Garry,245.0,-300.0,245.0,33.3333,0
Carlos Ulberg,Ihor Potieria,-490.0,380.0,20.4082,380.0,1
Tim Means,Alex Morono,184.0,-220.0,184.0,45.4545,0
Matt Brown,Court McGee,190.0,-230.0,190.0,43.4783,1
Karl Williams,Chase Sherman,-420.0,330.0,23.8095,330.0,1
Cody Stamann,Douglas Silva de Andrade,-156.0,130.0,64.1026,130.0,0
Ji Yeon Kim,Mandy Bohm,-240.0,198.0,41.6667,198.0,0
Bryan Battle,Gabe Green,108.0,-136.0,108.0,73.5294,1
Jessica-Rose Clark,Tainara Lisboa,-102.0,-116.0,98.0392,86.2069,0
Aljamain Sterling,Henry Cejudo,-120.0,100.0,83.3333,100.0,1
Belal Muhammad,Gilbert Burns,128.0,-152.0,128.0,65.7895,1
Movsar Evloev,Diego Lopes,-1000.0,660.0,10.0,660.0,1
Kron Gracie,Charles Jourdain,142.0,-168.0,142.0,59.5238,0
Drew Dober,Matt Frevola,-225.0,188.0,44.4444,188.0,0
Kennedy Nzechukwu,Devin Clark,-184.0,154.0,54.3478,154.0,1
Khaos Williams,Rolando Bedoya,-450.0,340.0,22.2222,340.0,1
Marina Rodriguez,Virna Jandiroba,-120.0,102.0,83.3333,102.0,0
Braxton Smith,Parker Porter,148.0,-176.0,148.0,56.8182,0
Phil Hawes,Ikram Aliskerov,160.0,-190.0,160.0,52.6316,0
Joseph Holmes,Claudio Ribeiro,136.0,-162.0,136.0,61.7284,0
Song Yadong,Ricky Simon,122.0,-144.0,122.0,69.4444,1
Caio Borralho,Michal Oleksiejczuk,-390.0,310.0,25.641,310.0,1
Rodolfo Vieira,Cody Brundage,-250.0,205.0,40.0,205.0,1
Julian Erosa,Fernando Padilla,-158.0,134.0,63.2911,134.0,0
Marcos Rogerio de Lima,Waldo Cortes-Acosta,-174.0,146.0,57.4713,146.0,1
Josh Quinlan,Trey Waters,-245.0,200.0,40.8163,200.0,0
Martin Buday,Jake Collier,-144.0,122.0,69.4444,122.0,1
Cody Durden,Charles Johnson,122.0,-144.0,122.0,69.4444,1
Stephanie Egger,Irina Alekseeva,-350.0,280.0,28.5714,280.0,0
Journey Newson,Marcus McGhee,110.0,138.0,110.0,138.0,0
Hailey Cowan,Jamey-Lyn Horth,138.0,-164.0,138.0,60.9756,0
Sergei Pavlovich,Curtis Blaydes,112.0,-132.0,112.0,75.7576,1
Brad Tavares,Bruno Silva,-162.0,136.0,61.7284,136.0,0
Iasmin Lucindo,Brogan Walker,-375.0,300.0,26.6667,300.0,1
Jeremiah Wells,Matthew Semelsberger,-102.0,-116.0,98.0392,86.2069,1
Ricky Glenn,Christos Giagos,-164.0,138.0,60.9756,138.0,0
Rani Yahya,Montel Jackson,440.0,-590.0,440.0,16.9492,0
Karol Rosa,Norma Dumont,-102.0,-116.0,98.0392,86.2069,0
Mohammed Usman,Junior Tafa,100.0,-118.0,100.0,84.7458,1
Francis Marshall,William Gomis,-196.0,164.0,51.0204,164.0,0
Brady Hiestand,Batgerel Danaa,134.0,-158.0,134.0,63.2911,1
Max Holloway,Arnold Allen,-172.0,144.0,58.1395,144.0,1
Edson Barboza,Billy Quarantillo,146.0,-174.0,146.0,57.4713,1
Dustin Jacoby,Azamat Murzakanov,-162.0,136.0,61.7284,136.0,0
Tanner Boser,Ion Cutelaba,108.0,-130.0,108.0,76.9231,0
Pedro Munhoz,Chris Gutierrez,176.0,-210.0,176.0,47.619,1
Clay Guida,Rafa Garcia,235.0,-290.0,235.0,34.4828,0
Bill Algeo,TJ Brown,-200.0,168.0,50.0,168.0,1
Brandon Royval,Matheus Nicolau,164.0,-196.0,164.0,51.0204,1
Zak Cummings,Ed Herman,-220.0,184.0,45.4545,184.0,1
Gillian Robertson,Piera Rodriguez,-126.0,108.0,79.3651,108.0,1
Lando Vannata,Daniel Zellhuber,108.0,-130.0,108.0,76.9231,0
Bruna Brasil,Denise Gomes,-156.0,132.0,64.1026,132.0,0
Aaron Phillips,Gaston Bolanos,160.0,-190.0,160.0,52.6316,0
Joselyne Edwards,Lucie Pudilova,114.0,-134.0,114.0,74.6269,1
Gilbert Burns,Jorge Masvidal,-450.0,360.0,22.2222,360.0,1
Rob Font,Adrian Yanez,176.0,-210.0,176.0,47.619,1
Kevin Holland,Santiago Ponzinibbio,-260.0,215.0,38.4615,215.0,1
Raul Rosas Jr.,Christian Rodriguez,-270.0,220.0,37.037,220.0,0
Chris Curtis,Kelvin Gastelum,110.0,-130.0,110.0,76.9231,0
Michelle Waterson-Gomez,Luana Pinheiro,132.0,-156.0,132.0,64.1026,0
Gerald Meerschaert,Joe Pyfer,172.0,-205.0,172.0,48.7805,0
Cynthia Calvillo,Loopy Godinez,210.0,-255.0,210.0,39.2157,0
Ignacio Bahamondes,Trey Ogden,-390.0,310.0,25.641,310.0,1
Shayilan Nuerdanbieke,Steve Garcia,-172.0,144.0,58.1395,144.0,0
Jaqueline Amorim,Sam Hughes,-270.0,220.0,37.037,220.0,0
Marlon Vera,Cory Sandhagen,116.0,-136.0,116.0,73.5294,0
Holly Holm,Yana Santos,-245.0,200.0,40.8163,200.0,1
Nate Landwehr,Austin Lingo,-215.0,180.0,46.5116,180.0,1
Andrea Lee,Maycee Barber,220.0,-270.0,220.0,37.037,0
Chidi Njokuani,Albert Duraev,-162.0,134.0,61.7284,134.0,0
Daniel Pineda,Tucker Lutz,250.0,-310.0,250.0,32.2581,1
Steven Peterson,Lucas Alexander,-164.0,138.0,60.9756,138.0,0
Trevin Giles,Preston Parsons,102.0,-120.0,102.0,83.3333,1
Victor Altamirano,Vinicius Salvador,-104.0,-112.0,96.1538,89.2857,1
Leon Edwards,Kamaru Usman,205.0,-245.0,205.0,40.8163,1
Justin Gaethje,Rafael Fiziev,205.0,-250.0,205.0,40.0,1
Gunnar Nelson,Bryan Barberena,-350.0,310.0,28.5714,310.0,1
Jennifer Maia,Casey O'Neill,154.0,-184.0,154.0,54.3478,1
Marvin Vettori,Roman Dolidze,-250.0,205.0,40.0,205.0,1
Jack Shore,Makwan Amirkhani,-560.0,420.0,17.8571,420.0,1
Chris Duncan,Omar Morales,-110.0,-106.0,90.9091,94.3396,1
Sam Patterson,Yanal Ashmouz,-290.0,235.0,34.4828,235.0,0
Muhammad Mokaev,Jafel Filho,-850.0,590.0,11.7647,590.0,1
Lerone Murphy,Gabriel Santos,-180.0,152.0,55.5556,152.0,1
Christian Leroy Duncan,Dusko Todorovic,-110.0,205.0,90.9091,205.0,1
Jake Hadley,Malcolm Gordon,-530.0,360.0,18.8679,360.0,1
Joanne Wood,Luana Carolina,-245.0,186.0,40.8163,186.0,1
Juliana Miller,Veronica Hardy,-350.0,280.0,28.5714,280.0,0
Petr Yan,Merab Dvalishvili,-255.0,210.0,39.2157,210.0,0
Alexander Volkov,Alexandr Romanov,124.0,-146.0,124.0,68.4932,1
Nikita Krylov,Ryan Spann,-168.0,142.0,59.5238,142.0,1
Said Nurmagomedov,Jonathan Martinez,-240.0,198.0,41.6667,198.0,0
Mario Bautista,Guido Cannetti,-1200.0,750.0,8.3333,750.0,1
Vitor Petrino,Anton Turkalj,-120.0,102.0,83.3333,102.0,1
Karl Williams,Lukasz Brzeski,-260.0,215.0,38.4615,215.0,1
Raphael Assuncao,Davey Grant,116.0,-136.0,116.0,73.5294,0
Sedriques Dumas,Josh Fremd,-250.0,205.0,40.0,205.0,0
Victor Henry,Tony Gravely,-142.0,120.0,70.4225,120.0,1
Tyson Nam,Bruno Silva,152.0,-180.0,152.0,55.5556,0
Carlston Harris,Jared Gooden,-300.0,245.0,33.3333,245.0,1
Jon Jones,Ciryl Gane,-155.0,135.0,64.5161,135.0,1
Valentina Shevchenko,Alexa Grasso,-600.0,450.0,16.6667,450.0,0
Geoff Neal,Shavkat Rakhmonov,400.0,-500.0,400.0,20.0,0
Bo Nickal,Jamie Pickett,-1400.0,850.0,7.1429,850.0,1
Cody Garbrandt,Trevin Jones,-165.0,140.0,60.6061,140.0,1
Derek Brunson,Dricus Du Plessis,200.0,-240.0,200.0,41.6667,0
Viviane Araujo,Amanda Ribas,110.0,-130.0,110.0,76.9231,0
Julian Marquez,Marc-Andre Barriault,105.0,-125.0,105.0,80.0,0
Mana Martinez,Cameron Saaiman,210.0,-250.0,210.0,40.0,0
Jessica Penne,Tabatha Ricci,195.0,-230.0,195.0,43.4783,0
Da'Mon Blackshear,Farid Basharat,330.0,-410.0,330.0,24.3902,0
Andre Muniz,Brendan Allen,-205.0,175.0,48.7805,175.0,0
Augusto Sakai,Don'Tale Mayes,-135.0,115.0,74.0741,115.0,1
Tatiana Suarez,Montana De La Rosa,-750.0,550.0,13.3333,550.0,1
Mike Malott,Yohan Lainesse,-215.0,185.0,46.5116,185.0,1
Erick Gonzalez,Trevor Peek,160.0,-190.0,160.0,52.6316,0
Jasmine Jasudavicius,Gabriella Fernandes,105.0,-125.0,105.0,80.0,1
Jordan Leavitt,Victor Martinez,-105.0,-115.0,95.2381,86.9565,1
Ode Osbourne,Charles Johnson,145.0,-170.0,145.0,58.8235,1
